,Time[s],x1,x2,x3,y
186959,77.03,-1.106,-0.157,31,-8.593
46847,75.95,1.049,-0.155,36,-7.511
73170,117.78,-0.194,-1.103,43,-10.28
65966,140.59,-5.039,-0.597,44,-7.495
144881,62.75,-5.7,-0.156,37,-6.402
12913,36.06,1.288,0.159,35,8.588
154127,29.5,0.251,0.156,27,10.068
100029,74.24,0.923,-0.158,35,-8.768
106709,40.56,5.164,0.158,43,6.132
100682,106.51,11.468,0.993,44,7.746
4348,84.17,11.035,0.629,43,7.185
17049,70.68,0.228,-0.158,27,-9.583
53166,69.41,1.585,-0.157,44,-7.524
157983,144.62,2.998,1.976,45,11.484
9370,58.66,-11.366,-0.156,45,-5.851
166599,67.68,-0.228,-0.158,44,-7.794
6942,92.22,1.072,0.628,44,8.639
193755,66.89,-1.915,-0.158,34,-8.578
102739,123.81,1.22,1.572,45,11.301
32743,102.48,1.402,-0.629,45,-8.729
140749,81.74,-5.54,-0.156,38,-6.478
148127,64.53,-3.466,-0.157,35,-6.928
149979,35.42,0.547,0.157,32,8.525
80872,88.01,5.495,0.118,38,7.168
37231,59.04,-10.864,-0.157,45,-5.866
97977,138.83,-9.895,-2.043,45,-8.935
148816,68.94,1.881,-0.157,45,-6.877
13112,77.55,0.365,-0.155,45,-6.558
102054,62.81,-5.609,-0.158,45,-6.379
189823,129.44,-1.642,-1.573,43,-11.5
66118,3.94,9.986,0.156,44,5.719
107022,31.6,-3.032,0.156,45,7.107
29043,111.79,9.622,1.079,28,12.482
63069,117.23,-3.785,-1.099,43,-11.693
21740,399.71,-7.273,-0.031,32,-8.062
150978,121.08,12.346,1.283,45,7.244
160376,62.66,-6.361,-0.157,44,-6.902
130071,29.38,-2.063,0.157,44,7.684
136259,19.55,10.112,0.156,36,7.55
27659,101.28,-0.821,-0.628,45,-8.567
122979,43.87,-9.644,-0.156,35,-7.208
18138,111.12,2.474,1.098,44,11.086
111335,84.47,12.608,0.629,44,7.069
26510,33.44,-0.775,0.158,35,8.739
144786,143.89,7.228,2.512,45,13.134
33451,78.27,-1.482,-0.157,45,-7.513
178613,68.13,0.251,-0.157,34,-7.776
161506,36.11,0.08,0.158,37,7.328
58931,33.61,-1.288,0.157,35,8.13
20668,18.36,11.719,0.157,34,7.36
21035,29.16,-1.471,0.158,44,8.165
109952,5.27,12.358,0.159,38,6.256
27281,146.59,-9.553,-0.302,37,-7.961
163727,133.88,12.175,2.04,46,11.369
5089,35.21,-0.718,0.157,46,7.459
146344,65.05,-3.067,-0.156,35,-7.3
25496,61.37,-7.969,-0.157,45,-6.46
160622,27.36,-0.49,0.157,46,7.892
172534,117.89,-3.249,-1.098,31,-13.399
2083,66.24,-1.368,-0.158,38,-7.229
27612,37.97,2.394,0.158,38,7.272
162819,153.57,-2.246,-0.079,32,-8.628
17901,30.37,-0.125,0.158,28,9.929
127152,72.08,2.143,-0.157,43,-8
73015,70.48,0.068,-0.158,28,-9.657
111226,86.12,8.219,1.57,37,14.12
39863,32.51,-3.055,0.156,44,6.888
73104,31.86,-1.186,0.158,36,8.899
151,81.23,-6.065,-0.157,31,-7.797
126428,30.98,-2.918,0.157,44,7.226
14866,58.88,-11.639,-0.157,38,-6.41
108667,100.2,-5.62,-0.627,45,-7.542
167599,42.33,-8.06,-0.081,30,-7.594
148740,76.3,0.844,-0.157,44,-7.393
164038,119.44,-4.651,-0.158,46,-6.416
180732,30.66,-1.653,0.158,45,8.459
98056,65.88,-1.915,-0.157,43,-7.297
87902,81.19,-5.825,-0.158,37,-7.597
178392,33.52,-0.878,0.156,30,8.607
77211,100.23,-5.461,-0.628,46,-7.601
37945,90.84,-0.513,0.63,44,9.533
137024,74.44,2.166,-0.158,45,-7.423
188204,71.36,2.884,-0.156,44,-7.165
131422,33.67,-0.49,0.159,36,8.879
3424,20.55,8.242,0.155,45,7.255
8040,28.97,-1.505,0.158,44,8.041
5411,63.65,-5.951,-0.157,30,-8.055
54337,72.99,1.938,-0.158,44,-8.144
177463,18.57,12.426,0.158,28,8.38
9814,5.46,12.586,0.158,45,6.255
88819,33.84,-0.866,0.159,44,8.392
120521,84.45,12.278,0.629,45,6.848
18261,37.21,1.288,0.157,46,7.211
150863,39.57,3.944,0.158,45,6.468
37737,81.57,-6.156,-0.157,43,-7.355
20014,67.57,-1.186,-0.158,36,-8.628
96225,149.53,-4.799,-1.076,44,-8.802
106273,44.59,-10.659,-0.158,45,-7.11
132056,80.21,-4.081,-0.158,44,-7.375
187645,65.37,-3.34,-0.158,36,-8.016
86164,45.91,-11.56,-0.156,38,-6.147
144474,60.04,-9.188,-0.156,44,-5.644
152524,44.38,-10.066,-0.159,37,-6.814
16169,205.46,-5.301,-0.047,32,-6.859
41550,104.93,-5.29,-0.256,45,-6.924
33443,4.36,11.343,0.158,45,6.464
174427,63.15,-6.418,-0.156,28,-7.741
39604,103.72,-3.488,-0.628,35,-10.299
93543,66.65,-1.174,-0.156,35,-7.573
54670,40.24,5.563,0.157,44,7.054
110447,24.12,2.622,0.156,36,7.166
35834,67.09,0.49,-0.156,45,-6.438
9860,93.4,8.835,0.6,29,9.969
136244,45.85,-12.335,-0.157,35,-7.001
48357,134.56,3.511,2.044,45,13.34
13972,76.83,0.011,-0.158,44,-7.696
122841,72.65,1.653,-0.157,34,-8.49
1985,144.6,-0.091,2.047,44,8.687
184693,80.04,-3.5,-0.157,38,-7.062
90550,43.41,-9.302,-0.158,35,-7.57
106711,27.44,-0.262,0.158,44,8.18
161186,99.17,-11.799,-0.628,45,-7.35
93060,59.33,-10.853,-0.156,35,-6.27
53541,36.79,-0.08,0.156,45,6.384
76628,44.25,-10.032,-0.157,35,-7.006
197829,110.67,2.075,1.102,38,12.179
139876,43.91,-7.969,-0.156,44,-5.472
194201,43.88,-9.405,-0.157,44,-6.955
4880,364.22,1.311,-0.03,32,-8.138
27550,59.23,-11.218,-0.157,30,-6.48
69776,124.78,6.316,1.069,38,10.11
161147,18.71,10.135,0.156,44,6.315
173551,37.4,1.402,0.157,37,7.072
176787,42.35,-7.456,-0.103,45,-6.9
93738,34.49,-1.277,0.156,45,7.539
30,25.05,3.055,0.158,35,8.842
54447,139.19,-7.319,-2.045,38,-13.386
119670,66.83,-0.844,-0.157,36,-7.458
182681,32.45,-0.889,0.159,35,9.042
20702,92.87,-6.099,-1.571,38,-13.974
130871,4.14,11.879,0.156,28,7.323
21493,106.49,12.688,0.959,38,9.051
159373,77.01,-2.348,-0.158,28,-9.862
170006,5.32,11.617,0.157,45,5.472
170212,73.71,1.402,-0.157,36,-8.515
122872,61.38,-8.026,-0.157,43,-6.53
82711,46.11,-11.605,-0.157,45,-5.907
36452,145.5,-11.879,-0.047,32,-7.279
139577,111.69,4.184,0.031,32,7.483
93316,72.97,1.938,-0.158,37,-8.149
30973,103.97,-6.794,-0.63,28,-12.285
191878,37.22,1.562,0.159,38,7.453
181440,4.69,10.67,0.157,45,5.354
193266,30.15,-1.14,0.156,32,8.885
96874,38.42,2.565,0.158,43,6.811
67678,67.47,0.41,-0.156,45,-6.945
31049,81.9,-6.19,-0.156,35,-6.867
162396,101.09,-6.259,-2.987,37,-13.877
46970,4.95,12.677,0.158,44,6.987
12716,36.39,0.399,0.157,34,7.332
72899,63.7,-5.187,-0.158,38,-7.362
139893,29.6,-2.018,0.156,38,7.832
181670,60.94,-8.026,-0.156,44,-5.858
130051,66.29,-2.291,-0.158,30,-8.213
29505,207.66,6.589,0.015,32,7.625
92525,65.14,-2.85,-0.156,31,-7.21
180184,140.7,-5.312,-0.306,45,-7.291
45638,91.75,-7.946,-1.571,35,-12.835
150583,158.59,-6.259,-0.143,31,-7.988
135557,84.16,11.195,0.628,44,7.414
87055,34.57,0.228,0.158,30,8.952
20514,109.56,5.7,1.1,44,9.823
155671,149.1,-1.539,0.031,32,8.594
104113,20.22,8.026,0.157,44,6.515
113579,81.47,-5.301,-0.157,45,-6.664
12538,100.97,-3.146,-0.629,38,-9.514
14321,3.98,10.488,0.159,36,6.141
183867,36.36,0.194,0.157,45,7.155
187846,157.71,-2.622,-2.417,44,-13.375
192927,82.2,-6.259,-0.157,45,-6.447
106021,71.74,2.519,-0.156,37,-7.605
78488,21.05,8.436,0.158,36,8.236
134926,135.34,4.811,1.342,45,9.93
181577,35.08,-0.775,0.158,44,7.526
185436,116.69,-8.14,-1.098,44,-11.114
32355,61.31,-7.638,-0.157,45,-6.036
147695,60.6,-9.496,-0.159,37,-6.773
26864,110.28,1.995,1.099,35,11.506
187769,376.72,-1.482,-0.032,32,-8.764
87605,61.19,-9.052,-0.158,33,-7.237
185238,151.41,11.674,0.95,45,8.017
67110,123.31,7.444,1.57,36,13.8
97238,87.93,11.354,0.628,44,7.452
84089,64.52,-3.762,-0.157,35,-7.206
113556,79.18,-2.44,-0.158,44,-7.243
189796,17.66,12.711,0.158,45,7.389
122146,81.58,-7.912,-0.158,28,-9.066
24531,30.17,-2.189,0.158,44,7.826
18833,30.81,-2.12,0.157,45,8.011
84323,370.38,-0.011,-0.033,32,-8.537
34869,791.64,-6.259,-0.016,32,-7.923
49027,1.9,6.589,0.156,44,5.447
152710,39.16,4.982,0.158,30,8.12
49133,62.81,-5.643,-0.157,44,-6.424
27208,42.89,-7.82,-0.157,38,-6.915
2559,43.75,-9.211,-0.156,35,-6.965
122816,75.08,0.958,-0.158,38,-8.244
147077,42.73,-6.783,-0.158,45,-6.117
98033,295.86,-1.642,0.015,32,8.48
144559,71.49,2.725,-0.158,45,-7.332
17224,21.48,8.972,0.157,27,9.452
138623,119.38,-7.057,-0.274,31,-8.974
148832,33.34,-2.086,0.155,35,7.502
76301,60.6,-9.61,-0.159,36,-6.882
107467,394.3,-4.788,-0.032,32,-7.268
194184,74.07,1.653,-0.157,44,-8.122
138275,705.47,1.208,-0.016,32,-8.929
139913,88.67,7.102,0.628,45,7.819
64280,79.93,-2.747,-0.158,44,-6.46
145460,73.09,2.337,-0.158,45,-7.731
173353,33.89,-1.596,0.157,45,7.652
123674,15.85,9.394,0.015,31,7.076
33663,117.44,-1.106,-1.098,37,-10.304
167888,46.11,-12.335,-0.158,36,-6.641
103952,26.45,1.744,0.158,35,9.208
23545,57.71,-12.289,-0.158,44,-5.557
80797,45.96,-12.358,-0.156,30,-6.872
188612,158.58,-5.153,-0.191,43,-6.987
23860,109.28,8.094,1.1,45,9.171
50268,67.39,-0.581,-0.158,38,-7.832
75485,430.43,-10.978,-0.015,32,-6.627
126430,102.52,1.721,-0.627,45,-8.411
71632,69.26,0.616,-0.158,38,-8.38
60272,70.43,1.653,-0.157,35,-8.061
9674,101.37,-2.576,-2.78,37,-13.736
121580,70.36,2.85,-0.156,45,-6.834
31221,89.8,1.151,0.628,44,8.299
27543,110.42,1.664,1.101,44,11.579
92292,58.29,-12.301,-0.157,38,-6.3
141853,20.33,8.254,0.157,44,6.909
138171,3.29,8.698,0.156,45,5.395
148401,134.07,10.773,2.041,44,13.808
159754,1.2,7.262,0.1,43,6.717
142487,44.28,-10.67,-0.156,34,-7.614
20002,1.62,8.174,0.157,35,7.466
66742,67.29,0.011,-0.158,45,-7.124
127629,31.16,-2.041,0.157,38,8.105
180272,27.61,-0.524,0.157,38,8.072
121044,111.03,-1.208,1.101,45,7.887
45530,156.52,-1.357,0.03,32,8.666
21215,20.96,8.254,0.158,35,7.89
38479,184.85,10.055,0.017,32,7.479
46469,22.82,4.845,0.158,43,7.427
56664,25.4,1.585,0.157,37,7.841
115984,4.13,10.454,0.156,36,5.922
141223,23.32,3.853,0.156,35,7.215
181920,84.27,11.468,0.63,44,7.032
126939,23.91,2.645,0.156,44,6.886
30532,136.44,-8.117,-0.048,32,-7.684
180498,87.6,8.026,1.155,36,12.116
175402,24.64,2.565,0.157,44,7.813
41357,81.37,-5.917,-0.156,38,-7.434
38785,74.75,1.425,-0.156,36,-8.013
41623,40.64,6.167,0.158,44,7.009
76642,26.56,1.174,0.158,35,8.752
148074,5.34,12.529,0.157,37,6.351
121399,21.81,6.578,0.157,36,7.586
45039,4.16,10.773,0.158,44,6.174
79655,33.27,-1.573,0.158,44,8.03
199938,90.15,-0.046,0.629,45,8.498
9632,45.69,-11.799,-0.157,36,-6.685
47884,22.63,5.005,0.157,36,7.295
150328,28.87,-0.319,0.159,35,9.156
197009,73.2,1.778,-0.158,36,-8.268
68425,46.2,-12.004,-0.158,44,-6.182
92868,24.11,2.143,0.156,43,6.676
102465,95.28,-9.747,-0.63,45,-7.234
136479,18.11,11.183,0.156,37,6.501
123823,144.27,2.884,2.513,45,13.037
32278,18.14,10.784,0.155,45,6.135
98535,33.08,-1.322,0.157,36,8.378
140696,24.53,2.371,0.155,37,7.492
120429,18.33,12.745,0.156,27,8.361
165425,5.24,12.118,0.157,35,6.076
32457,116.22,-9.758,-1.099,44,-7.541
7566,75.64,0.787,-0.157,38,-8.018
153239,23.14,4.526,0.155,37,7.627
78577,38.61,2.69,0.157,38,6.669
66290,77.13,0.559,-0.157,44,-6.827
80575,83.49,9.074,0.131,34,8.267
69185,123.45,4.811,1.572,38,12.727
56927,106.18,8.926,0.171,35,7.916
98085,118.1,2.394,-1.101,44,-7.368
92354,91.32,0.878,0.629,35,10.877
183417,76.45,0.365,-0.157,44,-7.73
177638,21.9,6.612,0.157,34,7.778
54754,34.62,-0.821,0.158,36,7.872
113335,117.51,-0.855,-1.096,45,-10.34
148627,155.74,-12.004,-0.915,44,-8.475
162966,334.43,-0.342,0.015,32,8.46
80778,2.76,8.368,0.158,44,5.857
178441,26.7,0.878,0.157,35,8.633
12542,144.51,0.262,2.253,45,9.855
121590,130.11,-7.661,-1.572,30,-14.547
177197,84.35,12.073,0.629,44,7.19
122571,19.31,9.964,0.156,35,7.047
46909,116.42,-8.96,-1.098,44,-9.007
139052,26.95,0.536,0.157,46,8.531
164725,25.73,1.573,0.155,32,8.244
28135,130.7,-4.446,-0.518,45,-6.755
111823,143.65,11.332,2.513,44,11.755
71811,801.09,-7.718,-0.016,32,-7.892
69033,91.33,0.103,0.629,38,10.094
69589,694.09,1.459,-0.016,32,-8.61
2825,87.81,12.232,0.628,45,7.639
43226,84.05,9.804,0.629,45,6.699
160600,70.49,2.234,-0.157,44,-7.502
179282,42.68,-8.675,-0.157,32,-8.106
133121,100.46,-3.83,-0.628,45,-7.344
170055,45.54,-11.32,-0.157,37,-6.402
119345,84.02,10.237,0.629,43,7.299
33350,123.97,3.956,1.572,37,13.999
197422,99.85,-7.912,-0.628,44,-7.618
164188,26.11,1.3,0.157,44,8.4
100681,98.07,5.369,0.089,38,6.9
28848,102.09,1.265,-0.629,45,-8.695
16288,736.91,0.228,-0.015,32,-8.455
153359,79.51,-3.135,-0.156,37,-7.477
89590,19.36,9.929,0.157,36,7.066
21983,67.82,0.091,-0.158,45,-7.624
146677,38.05,3.363,0.158,35,8.136
43016,92.63,2.326,0.629,45,7.879
22615,119.09,-5.267,-1.016,44,-7.879
121577,30.87,-1.585,0.158,38,8.555
43462,144.6,7.399,1.985,29,15.949
164296,89.11,9.12,0.627,28,12.626
187544,90.22,0.422,0.628,45,9.215
45923,80.5,-4.001,-0.157,44,-6.867
51783,79.1,-1.813,-0.158,45,-6.727
40283,25.2,0.901,0.156,44,6.911
92796,5.69,11.936,0.156,44,5.339
27335,111.5,8.151,1.098,29,13.719
154058,62.27,-8.242,-0.157,30,-8.178
127051,77.42,-0.673,-0.158,45,-7.737
155592,86.37,4.663,1.571,38,13.268
27621,91.82,-0.331,0.628,45,8.663
78801,130.85,-4.902,-0.144,45,-6.631
184565,79.12,-3.112,-0.157,38,-8.002
36234,22.95,5.666,0.156,34,8.459
62403,67.9,0.342,-0.156,35,-7.473
63857,35.07,0.502,0.158,35,8.808
104437,17.79,11.913,0.157,38,6.768
148446,72.87,1.927,-0.157,36,-8.191
193658,78.51,-1.425,-0.157,44,-7.149
61119,145.08,5.369,0.783,45,8.313
91726,3.24,9.736,0.157,45,6.506
174788,18.36,11.56,0.157,35,7.2
18455,36.23,0.547,0.157,36,7.657
35347,129.16,-1.459,-1.572,46,-9.449
79724,28.44,-0.433,0.159,43,8.78
1333,118.01,0.547,-1.104,45,-9.407
22404,73.84,1.847,-0.158,44,-8.014
11901,31.73,-2.451,0.155,38,7.681
102177,69.28,1.345,-0.158,44,-7.669
184060,89.36,-11.286,-0.59,38,-8.805
149077,31.59,-2.542,0.157,35,7.59
95149,75.2,1.471,-0.158,44,-7.646
115657,92.89,4.868,0.63,35,8.944
112579,4.7,11.377,0.156,35,6.06
97938,116.82,-5.301,-1.098,45,-9.686
165331,23.62,4.469,0.158,38,8.26
36428,66.77,-2.166,-0.158,27,-8.696
109758,86.23,6.27,1.572,35,13.328
194637,74.49,-0.125,-0.157,27,-9.69
124147,91.47,-11.286,-1.571,37,-11.921
185818,99.55,-10.978,-0.628,36,-8.812
181660,129.86,-2.747,-1.572,44,-11.944
58545,17,12.734,0.157,45,6.549
141466,91.22,1.904,0.628,30,12.001
120155,61.61,-7.877,-0.158,37,-6.745
129897,61.9,-7.513,-0.157,38,-6.843
55460,4.16,10.921,0.159,45,6.318
184959,120.91,12.38,0.842,38,9.105
192082,149.48,-6.566,-1.196,44,-11.057
113318,659.56,-0.091,-0.015,32,-8.055
63896,94.93,10.568,0.219,31,9.324
11825,34.59,-0.958,0.157,35,7.762
148622,38.04,3.055,0.158,34,7.854
193557,79.04,-3.944,-0.157,28,-8.94
166899,29.93,-2.246,0.156,35,7.723
171891,58.64,-11.719,-0.157,45,-6.164
169378,125.06,7.49,0.32,29,9.493
41561,61.85,-7.661,-0.156,37,-6.926
141266,92.48,-1.984,-1.572,38,-12.096
115054,76.5,0.752,-0.157,44,-7.286
90920,217.83,-12.027,-0.031,32,-7.235
155710,63.38,-4.492,-0.157,43,-6.164
20960,21.95,6.395,0.156,36,7.633
49440,18.66,11.628,0.158,35,7.706
134649,75.63,0.559,-0.157,37,-8.245
145838,3.12,8.447,0.156,42,5.405
151558,18.38,10.727,0.158,45,6.392
11389,76.41,0.456,-0.158,43,-7.671
92214,103.61,-1.881,-0.628,38,-9.203
119988,104.85,-4.97,-0.44,46,-6.373
95433,88.79,6.509,0.628,44,8.02
171983,44.05,-8.755,-0.157,45,-6.038
93368,31.82,-0.889,0.158,30,9.2
38943,35.08,0.08,0.158,35,8.382
137210,25.48,1.915,0.157,35,8.265
165386,3.56,10.214,0.158,45,6.488
47073,88.1,10.488,0.628,45,7.685
102660,134.72,3.944,2.043,45,14.055
41367,101.97,-2.462,-0.629,28,-12.273
51036,40.49,5.244,0.156,37,6.343
159764,88.47,8.721,0.628,45,8.202
182728,89.53,6.35,0.629,28,12.209
77666,43.55,-8.824,-0.156,33,-6.897
145796,39.71,4.241,0.158,38,6.555
13537,32.22,-2.212,0.157,45,7.806
168550,225.17,0.49,-0.048,32,-8.47
105905,118.07,-5.062,-1.1,31,-14.868
4464,23.12,3.431,0.156,46,6.49
67654,153.54,-0.137,1.971,45,8.348
161660,153.42,2.93,2.278,45,13.081
96678,33.93,-1.357,0.155,34,7.882
63991,16.91,12.643,0.157,44,6.338
199689,29.81,-1.824,0.156,36,8.099
137878,69.46,0.764,-0.157,35,-8.382
78606,64.46,-4.081,-0.157,34,-7.426
68919,81.61,-6.122,-0.157,44,-7.251
42657,92.58,5.415,0.63,27,11.168
162273,124.45,4.355,1.572,45,10.712
141701,135.74,7.239,0.285,31,9.184
159015,100.08,-9.679,-0.628,28,-10.939
141852,58.89,-11.879,-0.157,36,-6.678
15535,27.01,1.174,0.156,28,9.238
173051,92.04,1.448,0.629,36,9.7
19378,62.87,-5.119,-0.156,46,-5.997
130317,44.69,-9.758,-0.157,43,-6.065
165912,42.92,-7.877,-0.157,45,-6.934
136733,65.94,-1.835,-0.156,36,-7.313
167777,93.47,5.677,0.524,44,6.896
142398,153.93,7.684,0.934,31,11.102
134052,42.8,-9.052,-0.158,28,-8.263
96884,61.37,-7.889,-0.156,45,-6.381
54960,109.86,2.269,1.099,44,9.132
63495,32.05,-1.379,0.158,36,8.669
15613,99.84,-7.809,-0.628,45,-7.437
16472,62.47,-8.117,-0.157,28,-8.37
109251,4.1,10.306,0.155,45,5.828
184396,32.99,-1.345,0.158,34,8.394
118835,46.33,-12.004,-0.158,44,-6.008
54565,67.98,-0.125,-0.158,35,-8.001
40825,120.85,12.301,0.683,35,9.552
22418,37.52,0.832,0.156,43,6.349
79696,153.74,5.791,1.442,38,11.437
13493,139.88,-5.438,-2.044,30,-14.46
5583,4.83,10.556,0.158,43,5.035
60085,60.04,-9.439,-0.156,44,-5.891
23280,60.78,-8.561,-0.158,45,-6.112
190625,110.12,1.345,1.097,45,10.102
88279,34.41,-1.254,0.157,45,7.611
168661,88.25,11.001,0.628,38,9.105
155823,402.72,-2.736,0,32,-2.736
131046,70.9,2.633,-0.157,45,-7.269
86661,32.49,-0.616,0.157,28,9.328
110003,29.2,-1.927,0.155,36,7.757
116811,232.25,3.078,0.015,32,7.847
163877,76.41,0.422,-0.158,45,-7.69
186710,22.92,5.461,0.156,30,8.218
174688,22.44,6.327,0.158,34,8.335
34766,80.2,-3.637,-0.159,43,-6.944
137945,41.18,5.689,0.081,44,6.137
106082,36.3,0.73,0.156,35,7.789
189419,77.42,-2.052,-0.157,30,-9.121
171649,26.47,1.265,0.159,35,8.75
45696,83.89,8.767,0.629,44,6.514
36834,122.91,10.112,1.57,45,10.481
68059,46.24,-12.517,-0.157,36,-6.657
106037,151.26,10.91,0.564,35,8.497
162755,81.43,-5.871,-0.157,38,-7.281
119448,139,-10.853,-2.043,36,-13.54
60,627.41,-3.488,-0.016,32,-7.402
147283,68.11,0.923,-0.157,46,-7.091
183635,79.08,-3.374,-0.157,35,-8.326
43344,135.49,5.039,0.952,45,8.552
55669,37.81,3.306,0.158,30,8.415
141184,39.48,4.195,0.157,35,6.863
52848,44.18,-10.328,-0.158,37,-7.392
40076,22.05,6.019,0.158,45,7.399
68905,139.72,-0.41,-2.046,44,-10.399
139408,73.02,0.673,-0.157,29,-9.419
38878,30.63,-1.721,0.158,35,8.386
44166,193.96,4.275,0.031,32,6.556
31200,31.37,-1.995,0.158,44,8.141
133709,89.73,-12.301,-0.078,32,-6.672
97795,26.93,-0.559,0.155,38,7.434
148034,132.3,10.545,0.79,44,7.447
130527,93.13,4.799,0.629,45,7.451
23492,3.75,10.613,0.157,38,6.619
68694,18.82,11.993,0.157,35,8.311
197579,31.49,-2.497,0.157,44,7.646
109665,113.87,-10.659,-1.1,45,-6.643
8308,91.87,0.365,0.629,45,9.195
147020,59.81,-11.297,-0.158,34,-7.393
16214,66.38,-2.2,-0.158,33,-8.223
148338,99.35,-10.169,-0.381,34,-8.309
160525,78.58,-3.83,-0.158,29,-9.434
58232,69.74,2.234,-0.156,44,-7.11
117897,43.08,-8.459,-0.157,36,-7.252
60607,143.69,11.617,2.511,44,12.82
52675,71.73,1.927,0.079,32,8.79
164969,53.68,12.54,0.046,32,6.266
15908,88.56,8.995,0.627,38,9.072
14472,144.79,3.625,1.531,45,9.711
62718,30.84,-0.901,0.159,34,9.221
190651,28.08,-0.479,0.158,38,8.497
77452,65.06,-2.975,-0.157,38,-7.22
88760,20.72,7.228,0.156,44,6.515
62240,153.23,2.816,2.754,44,14.049
192258,28.03,-0.718,0.157,35,8.21
181628,117.79,-2.2,-1.1,45,-12.331
69957,140.37,-7.262,-1.139,36,-11.501
46735,25.55,1.345,0.157,43,7.785
92719,67.15,-0.49,-0.156,36,-7.477
173486,79.16,-1.642,-0.155,44,-6.492
74301,71.29,1.379,-0.158,35,-8.626
26437,34.18,-1.186,0.158,36,7.848
150319,35.44,0.228,0.159,45,8.169
151852,65.46,-1.915,-0.157,44,-6.728
171412,24.74,2.588,0.155,30,8.001
196461,21.52,7.079,0.156,36,7.63
191906,35.87,1.049,0.158,35,8.56
99783,44.78,-10.1,-0.158,45,-6.257
148799,149.63,-5.278,-0.834,46,-8.386
183076,363.33,1.562,-0.031,32,-7.978
180810,80.67,-5.027,-0.157,36,-7.642
145853,331.08,-0.388,0.016,32,8.665
53674,86.68,4.127,1.571,36,14.248
12135,130.36,-4.72,-1.393,45,-9.349
71549,26.03,1.881,0.157,30,8.892
182794,27.77,-0.217,0.157,35,8.508
93695,22.25,6.76,0.158,34,8.453
105149,35.25,0.581,0.158,35,8.71
157869,157.8,-2.257,-2.202,45,-12.007
62362,27.81,-1.003,0.156,45,7.776
19517,265.65,-0.353,0.016,32,8.259
153210,70.64,2.12,-0.158,45,-7.677
21509,75.16,1.436,-0.155,35,-7.741
136614,81.43,-5.768,-0.158,44,-7.179
46441,200.16,6.954,0.031,32,7.278
4300,30.3,-1.721,0.157,36,8.342
32056,1.86,6.498,0.03,32,6.278
57682,140.78,-5.267,-0.119,45,-6.933
6673,280.53,-1.311,0.015,32,8.315
180774,80.43,-3.739,-0.157,45,-6.707
117570,87.62,6.008,1.121,34,9.965
3391,44.17,-10.192,-0.157,36,-7.29
55267,100.89,-2.269,-0.629,43,-8.202
134765,101.29,-0.171,-0.628,44,-7.985
71473,71.51,2.861,-0.156,44,-7.214
5247,134.02,9.416,2.044,45,11.451
191342,39.35,3.91,0.157,45,6.766
94319,63.95,-3.249,-0.155,43,-5.844
109612,21.76,6.612,0.156,37,7.547
107520,27.64,-0.217,0.157,35,8.406
152306,42.6,-7.41,-0.159,45,-6.906
76756,101.06,-11.845,-2.984,35,-18.777
60298,86.58,5.05,1.57,35,14.888
187752,26.27,0.684,0.158,45,7.958
156542,119.04,-4.674,-1.076,45,-7.465
192489,35.61,0.194,0.158,44,7.964
90846,64.35,-3.363,-0.156,38,-6.552
2691,1.88,7.022,0.158,45,5.9
175577,37.15,0.627,0.156,45,6.639
118414,37.3,1.562,0.156,37,7.377
39935,108.96,12.631,1.1,45,10.134
102765,40.03,4.389,0.158,44,6.202
193430,89.41,5.198,0.628,35,10.428
162903,75.73,-0.011,-0.156,31,-8.744
57656,95.73,-0.718,0.049,32,9.086
36008,34.22,-1.357,0.157,44,7.649
162272,20.33,8.311,0.156,36,6.971
30628,40.05,4.298,0.158,44,6.08
163232,1.47,7.022,0.158,38,6.514
181583,3.02,8.869,0.157,46,5.97
44282,3.67,11.149,0.159,35,7.267
121581,101.62,-6.236,-2.14,38,-15.745
108118,148.81,-3.853,-2.514,45,-13.988
4293,287.41,-1.949,0.015,32,7.972
130130,93.56,5.119,0.316,44,6.706
74503,45.28,-12.209,-0.156,28,-7.655
94332,61,-9.986,-0.157,28,-7.907
7757,91.9,1.459,0.628,30,10.223
168765,92.06,0.148,0.629,45,8.35
27431,28.67,-1.277,0.158,45,8.091
46130,157.53,-1.243,-2.884,45,-11.986
114731,2.48,7.923,0.158,44,5.853
123941,1.25,7.832,0.133,34,7.208
160406,80.6,-4.993,-0.158,36,-7.687
79607,29.91,-1.699,0.157,44,8.256
92626,73.08,2.428,-0.158,43,-7.641
160395,269.66,-0.502,0.016,32,8.429
163622,63.96,-3.887,-0.155,35,-6.474
107134,31.92,-2.93,0.156,44,7.167
199992,80.44,-3.614,-0.157,45,-6.569
129720,86.78,6.008,1.571,31,16.135
60124,24.39,2.747,0.157,36,7.664
80491,72.47,1.482,-0.157,35,-8.668
90188,145.28,4.48,0.255,44,6.395
68409,210.73,-9.85,-0.031,32,-7.157
100766,64.53,-3.044,-0.157,44,-6.492
137117,19.22,10.499,0.158,38,7.412
69991,118.37,-3.055,-1.1,44,-11.558
165075,145.28,4.765,0.28,45,6.709
137806,25.51,0.718,0.156,45,7.114
17695,32.04,-1.847,0.158,45,8.202
46370,44.41,-11.183,-0.157,31,-7.909
12846,124.33,3.249,1.572,45,10.971
157954,39.8,4.343,0.157,45,6.524
40852,44.33,-8.824,-0.158,45,-5.665
132571,110.65,4.708,1.098,29,14.855
132398,67.98,0.433,-0.157,38,-7.44
